#
#  CIJET_MassBin-3000-3600_cteq66_9000_VV-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.29037e-02      1.25831e-05        0.055      16
   2.0        3.0      1.22267e-02      1.35225e-05        0.111      36
   3.0        4.0      7.82828e-03      1.00625e-05        0.129      43
   4.0        5.0      5.51633e-03      7.58387e-06        0.137      12
   5.0        6.0      4.12300e-03      5.40062e-06        0.131      13
   6.0        7.0      3.21123e-03      9.06600e-06        0.282      13
   7.0        8.0      2.57954e-03      7.13694e-06        0.277      13
   8.0        9.0      2.12285e-03      6.42711e-06        0.303      13
   9.0       10.0      1.78308e-03      5.18751e-06        0.291      13
  10.0       12.0      1.41004e-03      4.49287e-06        0.319      13
  12.0       14.0      1.06658e-03      3.61620e-06        0.339      13
  14.0       16.0      8.35615e-04      5.03800e-06        0.603      13
