#
#  CIJET_MassBin-4200-8000_cteq66_15000_LL+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0     -6.86700e-06      6.79581e-08        0.990      40
   2.0        3.0     -6.83881e-06      6.10543e-08        0.893      43
   3.0        4.0     -6.44316e-06      5.14388e-08        0.798      43
   4.0        5.0     -5.77600e-06      2.63601e-08        0.456       8
   5.0        6.0     -5.09350e-06      5.34815e-08        1.050      12
   6.0        7.0     -4.43708e-06      4.11389e-08        0.927      13
   7.0        8.0     -3.89092e-06      3.05599e-08        0.785      13
   8.0        9.0     -3.40823e-06      3.32995e-08        0.977      13
   9.0       10.0     -2.98333e-06      5.27849e-08        1.769      12
  10.0       12.0     -2.49077e-06      2.63720e-08        1.059      13
  12.0       14.0     -1.93627e-06      2.31891e-08        1.198      13
  14.0       16.0     -1.50812e-06      2.66217e-08        1.765      13
