#
#  CIJET_MassBin-4200-8000_CT10nlo_6000_AA-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.58033e-03      7.23023e-06        0.095      40
   2.0        3.0      4.00251e-03      3.57486e-06        0.089      43
   3.0        4.0      2.53044e-03      3.19451e-06        0.126      43
   4.0        5.0      1.76250e-03      2.20389e-06        0.125       8
   5.0        6.0      1.30167e-03      2.14617e-06        0.165      12
   6.0        7.0      1.00669e-03      1.65250e-06        0.164      13
   7.0        8.0      8.02638e-04      9.43874e-07        0.118      13
   8.0        9.0      6.55292e-04      1.14270e-06        0.174      13
   9.0       10.0      5.45792e-04      1.04486e-06        0.191      12
  10.0       12.0      4.29827e-04      8.57228e-07        0.199      13
  12.0       14.0      3.22877e-04      5.54382e-07        0.172      13
  14.0       16.0      2.51665e-04      7.38632e-07        0.293      13
