#
#  CIJET_MassBin-3600-4200_cteq6ll_15000_V-A+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.69310e-04      4.96139e-08        0.029      40
   2.0        3.0      9.65551e-05      4.15974e-08        0.043      43
   3.0        4.0      6.49086e-05      2.89154e-08        0.045      43
   4.0        5.0      4.71108e-05      2.15146e-08        0.046      12
   5.0        6.0      3.59083e-05      2.69118e-08        0.075      12
   6.0        7.0      2.83638e-05      1.19293e-08        0.042      13
   7.0        8.0      2.30031e-05      1.03155e-08        0.045      13
   8.0        9.0      1.90462e-05      1.50214e-08        0.079      13
   9.0       10.0      1.60562e-05      9.60769e-09        0.060      13
  10.0       12.0      1.28112e-05      6.17584e-09        0.048      13
  12.0       14.0      9.79038e-06      5.57582e-09        0.057      13
  14.0       16.0      7.73769e-06      7.80368e-09        0.101      13
