#
#  CIJET_MassBin-3600-4200_CT10nlo_10000_RR-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.80523e-03      1.22971e-06        0.068      40
   2.0        3.0      9.43316e-04      1.02978e-06        0.109      43
   3.0        4.0      5.92949e-04      1.09422e-06        0.185      43
   4.0        5.0      4.12283e-04      3.15748e-07        0.077      12
   5.0        6.0      3.05400e-04      4.57265e-07        0.150      12
   6.0        7.0      2.36438e-04      5.25259e-07        0.222      13
   7.0        8.0      1.89046e-04      6.35892e-07        0.336      13
   8.0        9.0      1.54654e-04      4.64786e-07        0.301      13
   9.0       10.0      1.28938e-04      6.87433e-07        0.533      13
  10.0       12.0      1.01615e-04      3.35028e-07        0.330      13
  12.0       14.0      7.57731e-05      3.12660e-07        0.413      13
  14.0       16.0      5.90423e-05      2.40526e-07        0.407      13
