#
#  CIJET_MassBin-4200-8000_cteq66_9000_V-A+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.83285e-04      2.32655e-07        0.082      40
   2.0        3.0      1.70895e-04      2.29859e-07        0.135      43
   3.0        4.0      1.19847e-04      2.06269e-07        0.172      43
   4.0        5.0      8.95975e-05      1.48589e-07        0.166       8
   5.0        6.0      6.96792e-05      4.87029e-08        0.070      12
   6.0        7.0      5.59962e-05      1.03081e-07        0.184      13
   7.0        8.0      4.60785e-05      1.10743e-07        0.240      13
   8.0        9.0      3.85677e-05      6.36598e-08        0.165      13
   9.0       10.0      3.29375e-05      1.29343e-07        0.393      12
  10.0       12.0      2.65669e-05      6.98074e-08        0.263      13
  12.0       14.0      2.06335e-05      5.41366e-08        0.262      13
  14.0       16.0      1.65823e-05      4.95234e-08        0.299      13
