#
#  CIJET_MassBin-4200-8000_cteq66_17000_AA-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  17000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.03542e-04      1.73778e-07        0.085      40
   2.0        3.0      1.09602e-04      1.05759e-07        0.096      43
   3.0        4.0      7.07870e-05      9.72365e-08        0.137      43
   4.0        5.0      5.02300e-05      5.04268e-08        0.100       8
   5.0        6.0      3.76817e-05      7.74401e-08        0.206      12
   6.0        7.0      2.94677e-05      7.59555e-08        0.258      13
   7.0        8.0      2.37254e-05      5.50175e-08        0.232      13
   8.0        9.0      1.94815e-05      5.80009e-08        0.298      13
   9.0       10.0      1.62900e-05      9.63894e-08        0.592      12
  10.0       12.0      1.28408e-05      4.61811e-08        0.360      13
  12.0       14.0      9.58577e-06      4.10206e-08        0.428      13
  14.0       16.0      7.37000e-06      4.84768e-08        0.658      13
