#
#  CIJET_MassBin-4200-8000_cteq66_11000_V-A-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  11000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.32450e-04      1.15470e-07        0.087      40
   2.0        3.0      7.81477e-05      1.13533e-07        0.145      43
   3.0        4.0      5.37670e-05      9.08304e-08        0.169      43
   4.0        5.0      3.96350e-05      6.07101e-08        0.153       8
   5.0        6.0      3.04433e-05      4.67748e-08        0.154      12
   6.0        7.0      2.41785e-05      5.01408e-08        0.207      13
   7.0        8.0      1.96500e-05      4.43471e-08        0.226      13
   8.0        9.0      1.63154e-05      6.34580e-08        0.389      13
   9.0       10.0      1.36967e-05      1.00664e-07        0.735      12
  10.0       12.0      1.09958e-05      3.10139e-08        0.282      13
  12.0       14.0      8.36846e-06      2.96075e-08        0.354      13
  14.0       16.0      6.55885e-06      4.01120e-08        0.612      13
