#
#  CIJET_MassBin-4200-8000_cteq66_11000_AA+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  11000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.10875e-04      5.19739e-07        0.167      40
   2.0        3.0      1.54765e-04      3.40087e-07        0.220      43
   3.0        4.0      9.09077e-05      2.96727e-07        0.326      43
   4.0        5.0      5.87538e-05      1.62387e-07        0.276       8
   5.0        6.0      4.02433e-05      2.67559e-07        0.665      12
   6.0        7.0      2.91138e-05      1.88040e-07        0.646      13
   7.0        8.0      2.17015e-05      9.88978e-08        0.456      13
   8.0        9.0      1.67177e-05      1.62232e-07        0.970      13
   9.0       10.0      1.31700e-05      2.98938e-07        2.270      12
  10.0       12.0      9.73654e-06      1.07129e-07        1.100      13
  12.0       14.0      6.88077e-06      9.84642e-08        1.431      13
  14.0       16.0      5.19731e-06      1.06137e-07        2.042      13
