#
#  CIJET_MassBin-3600-4200_cteq66_8000_AA+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.86410e-03      6.38829e-06        0.131      40
   2.0        3.0      2.47265e-03      4.43945e-06        0.180      43
   3.0        4.0      1.49142e-03      4.13022e-06        0.277      43
   4.0        5.0      9.88075e-04      2.26721e-06        0.229      12
   5.0        6.0      6.98050e-04      2.10173e-06        0.301      12
   6.0        7.0      5.13908e-04      2.19904e-06        0.428      13
   7.0        8.0      3.92369e-04      1.98216e-06        0.505      13
   8.0        9.0      3.08192e-04      1.84502e-06        0.599      13
   9.0       10.0      2.47638e-04      2.12742e-06        0.859      13
  10.0       12.0      1.85812e-04      1.46432e-06        0.788      13
  12.0       14.0      1.32204e-04      1.31362e-06        0.994      13
  14.0       16.0      9.85923e-05      1.26785e-06        1.286      13
