#
#  CIJET_MassBin-3000-3600_cteq66_12000_RR-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  12000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.86675e-03      2.54296e-06        0.066      16
   2.0        3.0      2.05372e-03      2.58137e-06        0.126      36
   3.0        4.0      1.31340e-03      2.20540e-06        0.168      43
   4.0        5.0      9.27542e-04      1.93976e-06        0.209      12
   5.0        6.0      6.95323e-04      1.20703e-06        0.174      13
   6.0        7.0      5.43500e-04      2.21246e-06        0.407      13
   7.0        8.0      4.37600e-04      1.84842e-06        0.422      13
   8.0        9.0      3.61315e-04      1.65974e-06        0.459      13
   9.0       10.0      3.04600e-04      1.29357e-06        0.425      13
  10.0       12.0      2.40585e-04      1.03871e-06        0.432      13
  12.0       14.0      1.81927e-04      9.59517e-07        0.527      13
  14.0       16.0      1.42327e-04      1.07928e-06        0.758      13
