#
#  CIJET_MassBin-4200-8000_cteq66_6000_RR-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.04178e-03      3.17432e-06        0.104      40
   2.0        3.0      1.55437e-03      1.46423e-06        0.094      43
   3.0        4.0      9.54258e-04      1.45491e-06        0.152      43
   4.0        5.0      6.49987e-04      9.86245e-07        0.152       8
   5.0        6.0      4.71625e-04      1.04978e-06        0.223      12
   6.0        7.0      3.59708e-04      6.63905e-07        0.185      13
   7.0        8.0      2.83508e-04      4.88981e-07        0.172      13
   8.0        9.0      2.29208e-04      5.17142e-07        0.226      13
   9.0       10.0      1.89092e-04      4.75697e-07        0.252      12
  10.0       12.0      1.47365e-04      3.34405e-07        0.227      13
  12.0       14.0      1.09165e-04      2.17356e-07        0.199      13
  14.0       16.0      8.40000e-05      3.30404e-07        0.393      13
