#
#  CIJET_MassBin-3000-3600_cteq6ll_12000_V-A-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  12000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.50094e-03      2.50000e-07        0.017      16
   2.0        3.0      8.47403e-04      3.56560e-07        0.042      36
   3.0        4.0      5.64977e-04      2.49607e-07        0.044      43
   4.0        5.0      4.07667e-04      1.07309e-07        0.026      12
   5.0        6.0      3.09246e-04      1.71345e-07        0.055      13
   6.0        7.0      2.43292e-04      6.40513e-08        0.026      13
   7.0        8.0      1.96692e-04      1.80100e-07        0.092      13
   8.0        9.0      1.62531e-04      1.37747e-07        0.085      13
   9.0       10.0      1.36662e-04      1.55662e-07        0.114      13
  10.0       12.0      1.08808e-04      5.71772e-08        0.053      13
  12.0       14.0      8.28154e-05      7.46788e-08        0.090      13
  14.0       16.0      6.52885e-05      6.81721e-08        0.104      13
