#
#  CIJET_MassBin-3000-3600_cteq66_8000_LL-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.39538e-02      8.85061e-06        0.063      16
   2.0        3.0      7.29192e-03      8.42233e-06        0.116      36
   3.0        4.0      4.58523e-03      6.40624e-06        0.140      43
   4.0        5.0      3.19150e-03      5.33428e-06        0.167      12
   5.0        6.0      2.36400e-03      3.34166e-06        0.141      13
   6.0        7.0      1.82969e-03      6.26345e-06        0.342      13
   7.0        8.0      1.46262e-03      5.09147e-06        0.348      13
   8.0        9.0      1.19938e-03      3.81965e-06        0.318      13
   9.0       10.0      1.00531e-03      3.61443e-06        0.360      13
  10.0       12.0      7.91423e-04      2.70683e-06        0.342      13
  12.0       14.0      5.96692e-04      2.22241e-06        0.372      13
  14.0       16.0      4.66408e-04      2.72449e-06        0.584      13
