#
#  CIJET_MassBin-3000-3600_cteq6ll_7000_VV+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.11919e-02      9.81071e-06        0.024      16
   2.0        3.0      2.00967e-02      1.04198e-05        0.052      36
   3.0        4.0      1.14372e-02      9.83811e-06        0.086      43
   4.0        5.0      7.04792e-03      3.96481e-06        0.056      12
   5.0        6.0      4.52977e-03      3.37031e-06        0.074      13
   6.0        7.0      2.97023e-03      7.13155e-06        0.240      13
   7.0        8.0      1.94938e-03      2.78503e-06        0.143      13
   8.0        9.0      1.24654e-03      4.15563e-06        0.333      13
   9.0       10.0      7.52208e-04      3.55281e-06        0.472      13
  10.0       12.0      2.62362e-04      2.44976e-06        0.934      13
  12.0       14.0     -1.45738e-04      2.19005e-06        1.503      13
  14.0       16.0     -3.83446e-04      2.46901e-06        0.644      13
