#
#  CIJET_MassBin-3600-4200_CT10nlo_15000_V-A+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.19205e-04      1.17561e-07        0.099      40
   2.0        3.0      7.15719e-05      1.27881e-07        0.179      43
   3.0        4.0      4.96772e-05      1.30061e-07        0.262      43
   4.0        5.0      3.66092e-05      1.03085e-07        0.282      12
   5.0        6.0      2.80758e-05      8.71215e-08        0.310      12
   6.0        7.0      2.21792e-05      1.23252e-07        0.556      13
   7.0        8.0      1.79415e-05      8.83031e-08        0.492      13
   8.0        9.0      1.47400e-05      1.20347e-07        0.816      13
   9.0       10.0      1.23623e-05      1.32612e-07        1.073      13
  10.0       12.0      9.67269e-06      5.71772e-08        0.591      13
  12.0       14.0      7.29538e-06      9.01032e-08        1.235      13
  14.0       16.0      5.57615e-06      7.94028e-08        1.424      13
