#
#  CIJET_MassBin-3000-3600_CT10nlo_15000_LL+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0     -6.29694e-04      1.55154e-06        0.246      16
   2.0        3.0     -3.80397e-04      1.33363e-06        0.351      36
   3.0        4.0     -2.73628e-04      1.39443e-06        0.510      43
   4.0        5.0     -2.11667e-04      1.14283e-06        0.540      12
   5.0        6.0     -1.70100e-04      9.29157e-07        0.546      13
   6.0        7.0     -1.40485e-04      1.20544e-06        0.858      13
   7.0        8.0     -1.17677e-04      9.73956e-07        0.828      13
   8.0        9.0     -1.00703e-04      1.10145e-06        1.094      13
   9.0       10.0     -8.75446e-05      8.14950e-07        0.931      13
  10.0       12.0     -7.07385e-05      5.85290e-07        0.827      13
  12.0       14.0     -5.48231e-05      6.23370e-07        1.137      13
  14.0       16.0     -4.35842e-05      6.31443e-07        1.449      13
