#
#  CIJET_MassBin-3000-3600_cteq6ll_6000_V-A-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.40187e-02      5.00000e-06        0.021      16
   2.0        3.0      1.35586e-02      5.42627e-06        0.040      36
   3.0        4.0      9.03928e-03      3.93595e-06        0.044      43
   4.0        5.0      6.52317e-03      1.80067e-06        0.028      12
   5.0        6.0      4.94815e-03      2.51151e-06        0.051      13
   6.0        7.0      3.89285e-03      1.28103e-06        0.033      13
   7.0        8.0      3.14692e-03      2.66025e-06        0.085      13
   8.0        9.0      2.60054e-03      2.25889e-06        0.087      13
   9.0       10.0      2.18715e-03      2.40992e-06        0.110      13
  10.0       12.0      1.74108e-03      9.54074e-07        0.055      13
  12.0       14.0      1.32488e-03      8.20413e-07        0.062      13
  14.0       16.0      1.04442e-03      1.03775e-06        0.099      13
