#
#  CIJET_MassBin-3000-3600_cteq66_9000_VV+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.23631e-03      1.06441e-05        0.147      16
   2.0        3.0      3.57369e-03      1.02646e-05        0.287      36
   3.0        4.0      2.06672e-03      1.02221e-05        0.495      43
   4.0        5.0      1.30275e-03      7.81752e-06        0.600      12
   5.0        6.0      8.68854e-04      6.99448e-06        0.805      13
   6.0        7.0      6.03631e-04      6.79772e-06        1.126      13
   7.0        8.0      4.36269e-04      6.71123e-06        1.538      13
   8.0        9.0      3.18623e-04      6.60141e-06        2.072      13
   9.0       10.0      2.36708e-04      5.50930e-06        2.327      13
  10.0       12.0      1.64323e-04      3.38407e-06        2.059      13
  12.0       14.0      1.03458e-04      3.94345e-06        3.812      13
  14.0       16.0      6.74615e-05      4.56587e-06        6.768      13
