#
#  CIJET_MassBin-3600-4200_CT10nlo_13000_RR+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  13000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0     -3.07220e-05      5.77467e-07        1.880      40
   2.0        3.0     -3.53865e-05      5.02853e-07        1.421      43
   3.0        4.0     -3.50281e-05      4.59178e-07        1.311      43
   4.0        5.0     -3.22775e-05      2.55098e-07        0.790      12
   5.0        6.0     -2.87683e-05      1.95440e-07        0.679      12
   6.0        7.0     -2.56269e-05      2.69950e-07        1.053      13
   7.0        8.0     -2.26954e-05      3.35922e-07        1.480      13
   8.0        9.0     -2.00262e-05      2.39949e-07        1.198      13
   9.0       10.0     -1.77123e-05      3.66928e-07        2.072      13
  10.0       12.0     -1.49277e-05      2.23184e-07        1.495      13
  12.0       14.0     -1.17019e-05      1.96739e-07        1.681      13
  14.0       16.0     -9.45615e-06      1.68265e-07        1.779      13
