#
#  CIJET_MassBin-3000-3600_cteq66_6000_VV-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      9.55769e-02      5.40023e-05        0.057      16
   2.0        3.0      5.05931e-02      5.20889e-05        0.103      36
   3.0        4.0      3.20698e-02      3.86368e-05        0.120      43
   4.0        5.0      2.23775e-02      2.73446e-05        0.122      12
   5.0        6.0      1.65769e-02      2.09701e-05        0.127      13
   6.0        7.0      1.28077e-02      3.13990e-05        0.245      13
   7.0        8.0      1.02200e-02      2.23607e-05        0.219      13
   8.0        9.0      8.35446e-03      1.56930e-05        0.188      13
   9.0       10.0      6.97492e-03      1.53213e-05        0.220      13
  10.0       12.0      5.48462e-03      1.31437e-05        0.240      13
  12.0       14.0      4.12131e-03      9.49899e-06        0.230      13
  14.0       16.0      3.21115e-03      1.32561e-05        0.413      13
