#
#  CIJET_MassBin-3600-4200_CT10nlo_8000_VV-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      9.34087e-03      6.21077e-06        0.066      40
   2.0        3.0      4.95149e-03      4.77779e-06        0.096      43
   3.0        4.0      3.14351e-03      4.97791e-06        0.158      43
   4.0        5.0      2.19642e-03      1.24011e-06        0.056      12
   5.0        6.0      1.63067e-03      2.10339e-06        0.129      12
   6.0        7.0      1.26254e-03      2.25889e-06        0.179      13
   7.0        8.0      1.00885e-03      2.33973e-06        0.232      13
   8.0        9.0      8.25208e-04      1.57927e-06        0.191      13
   9.0       10.0      6.87900e-04      2.18670e-06        0.318      13
  10.0       12.0      5.42038e-04      1.37631e-06        0.254      13
  12.0       14.0      4.04835e-04      1.37240e-06        0.339      13
  14.0       16.0      3.15742e-04      7.71321e-07        0.244      13
