#
#  CIJET_MassBin-4200-8000_cteq66_12000_RR-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  12000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.65593e-04      2.44307e-07        0.092      40
   2.0        3.0      1.38967e-04      1.20950e-07        0.087      43
   3.0        4.0      8.74986e-05      1.20822e-07        0.138      43
   4.0        5.0      6.09413e-05      7.56755e-08        0.124       8
   5.0        6.0      4.50833e-05      9.37437e-08        0.208      12
   6.0        7.0      3.49108e-05      8.01521e-08        0.230      13
   7.0        8.0      2.78854e-05      6.98350e-08        0.250      13
   8.0        9.0      2.27846e-05      6.14567e-08        0.270      13
   9.0       10.0      1.89508e-05      7.01243e-08        0.370      12
  10.0       12.0      1.49150e-05      4.25245e-08        0.285      13
  12.0       14.0      1.11165e-05      3.79904e-08        0.342      13
  14.0       16.0      8.55269e-06      4.91009e-08        0.574      13
