#
#  CIJET_MassBin-3600-4200_cteq6ll_9000_RR-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.87798e-03      1.25038e-06        0.032      40
   2.0        3.0      2.09888e-03      6.62222e-07        0.032      43
   3.0        4.0      1.37951e-03      6.68050e-07        0.048      43
   4.0        5.0      1.00483e-03      3.89249e-07        0.039      12
   5.0        6.0      7.80525e-04      2.59808e-07        0.033      12
   6.0        7.0      6.33369e-04      2.83974e-07        0.045      13
   7.0        8.0      5.30685e-04      2.07550e-07        0.039      13
   8.0        9.0      4.55231e-04      4.13087e-07        0.091      13
   9.0       10.0      3.98085e-04      3.05085e-07        0.077      13
  10.0       12.0      3.35331e-04      1.42212e-07        0.042      13
  12.0       14.0      2.75758e-04      1.56586e-07        0.057      13
  14.0       16.0      2.34181e-04      1.12802e-07        0.048      13
