#
#  CIJET_MassBin-4200-8000_cteq6ll_13000_VV-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  13000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.15660e-04      2.59980e-07        0.036      40
   2.0        3.0      3.96860e-04      1.52970e-07        0.039      43
   3.0        4.0      2.66847e-04      1.46951e-07        0.055      43
   4.0        5.0      1.97862e-04      5.17549e-08        0.026       8
   5.0        6.0      1.55800e-04      9.53463e-08        0.061      12
   6.0        7.0      1.27900e-04      5.77350e-08        0.045      13
   7.0        8.0      1.08192e-04      7.59555e-08        0.070      13
   8.0        9.0      9.35492e-05      5.00769e-08        0.054      13
   9.0       10.0      8.23492e-05      3.67939e-08        0.045      12
  10.0       12.0      6.99500e-05      5.77350e-08        0.083      13
  12.0       14.0      5.80577e-05      4.00320e-08        0.069      13
  14.0       16.0      4.96408e-05      3.90430e-08        0.079      13
