#
#  CIJET_MassBin-3600-4200_cteq66_15000_V-A+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.22405e-04      1.13114e-07        0.092      40
   2.0        3.0      7.29712e-05      1.21679e-07        0.167      43
   3.0        4.0      5.03674e-05      1.32163e-07        0.262      43
   4.0        5.0      3.69675e-05      1.03846e-07        0.281      12
   5.0        6.0      2.82575e-05      8.84333e-08        0.313      12
   6.0        7.0      2.22600e-05      1.20761e-07        0.543      13
   7.0        8.0      1.79600e-05      8.40635e-08        0.468      13
   8.0        9.0      1.47200e-05      1.18533e-07        0.805      13
   9.0       10.0      1.23177e-05      1.30138e-07        1.057      13
  10.0       12.0      9.60962e-06      5.60306e-08        0.583      13
  12.0       14.0      7.21154e-06      9.06317e-08        1.257      13
  14.0       16.0      5.48885e-06      7.72484e-08        1.407      13
