#
#  CIJET_MassBin-3000-3600_CT10nlo_15000_V-A-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.67944e-04      3.70529e-07        0.065      16
   2.0        3.0      3.30306e-04      5.01395e-07        0.152      36
   3.0        4.0      2.27209e-04      5.82611e-07        0.256      43
   4.0        5.0      1.68692e-04      3.91868e-07        0.232      12
   5.0        6.0      1.31731e-04      4.69724e-07        0.357      13
   6.0        7.0      1.06146e-04      5.73898e-07        0.541      13
   7.0        8.0      8.82162e-05      6.43150e-07        0.729      13
   8.0        9.0      7.47400e-05      6.00694e-07        0.804      13
   9.0       10.0      6.42538e-05      5.41195e-07        0.842      13
  10.0       12.0      5.33923e-05      4.54994e-07        0.852      13
  12.0       14.0      4.26142e-05      2.41858e-07        0.568      13
  14.0       16.0      3.51288e-05      7.70552e-07        2.194      13
