#
#  CIJET_MassBin-3000-3600_cteq6ll_15000_AA-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.77406e-03      1.65202e-06        0.024      16
   2.0        3.0      3.85686e-03      1.17480e-06        0.030      36
   3.0        4.0      2.66700e-03      1.15470e-06        0.043      43
   4.0        5.0      2.02875e-03      6.21582e-07        0.031      12
   5.0        6.0      1.63331e-03      4.80384e-07        0.029      13
   6.0        7.0      1.36631e-03      9.47331e-07        0.069      13
   7.0        8.0      1.17454e-03      7.76250e-07        0.066      13
   8.0        9.0      1.03085e-03      5.54700e-07        0.054      13
   9.0       10.0      9.18931e-04      6.53688e-07        0.071      13
  10.0       12.0      7.93269e-04      5.25015e-07        0.066      13
  12.0       14.0      6.70385e-04      4.16025e-07        0.062      13
  14.0       16.0      5.81692e-04      6.62648e-07        0.114      13
