#
#  CIJET_MassBin-3600-4200_cteq66_10000_LL-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.80438e-03      1.31437e-06        0.073      40
   2.0        3.0      9.43933e-04      1.06071e-06        0.112      43
   3.0        4.0      5.94030e-04      1.08661e-06        0.183      43
   4.0        5.0      4.13433e-04      3.14305e-07        0.076      12
   5.0        6.0      3.06525e-04      4.61470e-07        0.151      12
   6.0        7.0      2.37508e-04      5.36130e-07        0.226      13
   7.0        8.0      1.90038e-04      6.42312e-07        0.338      13
   8.0        9.0      1.55569e-04      4.57137e-07        0.294      13
   9.0       10.0      1.29800e-04      7.07107e-07        0.545      13
  10.0       12.0      1.02419e-04      3.40060e-07        0.332      13
  12.0       14.0      7.64731e-05      3.11325e-07        0.407      13
  14.0       16.0      5.96654e-05      2.43571e-07        0.408      13
