#
#  CIJET_MassBin-3600-4200_CT10nlo_10000_V-A-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.93368e-04      4.83252e-07        0.070      40
   2.0        3.0      4.05314e-04      5.85370e-07        0.144      43
   3.0        4.0      2.76944e-04      5.51320e-07        0.199      43
   4.0        5.0      2.02783e-04      4.44836e-07        0.219      12
   5.0        6.0      1.55367e-04      4.07505e-07        0.262      12
   6.0        7.0      1.22769e-04      3.22451e-07        0.263      13
   7.0        8.0      9.95977e-05      2.95949e-07        0.297      13
   8.0        9.0      8.25008e-05      2.91332e-07        0.353      13
   9.0       10.0      6.94569e-05      2.91787e-07        0.420      13
  10.0       12.0      5.54769e-05      1.79833e-07        0.324      13
  12.0       14.0      4.19519e-05      2.26987e-07        0.541      13
  14.0       16.0      3.30773e-05      1.85018e-07        0.559      13
