#
#  CIJET_MassBin-4200-8000_cteq6ll_6000_V-A-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.81185e-03      7.35544e-07        0.041      40
   2.0        3.0      1.04207e-03      6.68878e-07        0.064      43
   3.0        4.0      7.05765e-04      4.17979e-07        0.059      43
   4.0        5.0      5.15225e-04      2.25198e-07        0.044       8
   5.0        6.0      3.94517e-04      2.75791e-07        0.070      12
   6.0        7.0      3.12638e-04      1.50214e-07        0.048      13
   7.0        8.0      2.54262e-04      1.19293e-07        0.047      13
   8.0        9.0      2.11185e-04      2.07550e-07        0.098      13
   9.0       10.0      1.78400e-04      2.52262e-07        0.141      12
  10.0       12.0      1.42835e-04      8.98717e-08        0.063      13
  12.0       14.0      1.09462e-04      7.40322e-08        0.068      13
  14.0       16.0      8.67654e-05      1.06819e-07        0.123      13
