#
#  CIJET_MassBin-4200-8000_CT10nlo_8000_AA+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.59525e-03      1.97094e-06        0.124      40
   2.0        3.0      8.18826e-04      1.08036e-06        0.132      43
   3.0        4.0      5.00223e-04      9.68759e-07        0.194      43
   4.0        5.0      3.36925e-04      6.22782e-07        0.185       8
   5.0        6.0      2.40817e-04      7.87208e-07        0.327      12
   6.0        7.0      1.80992e-04      4.80384e-07        0.265      13
   7.0        8.0      1.40338e-04      2.29269e-07        0.163      13
   8.0        9.0      1.11846e-04      4.13552e-07        0.370      13
   9.0       10.0      9.10675e-05      6.91180e-07        0.759      12
  10.0       12.0      6.98115e-05      2.67047e-07        0.383      13
  12.0       14.0      5.09923e-05      2.07009e-07        0.406      13
  14.0       16.0      3.89788e-05      2.30508e-07        0.591      13
