#
#  CIJET_MassBin-3600-4200_CT10nlo_15000_LL-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.17300e-04      3.64445e-07        0.070      40
   2.0        3.0      2.74793e-04      3.46682e-07        0.126      43
   3.0        4.0      1.75591e-04      3.61751e-07        0.206      43
   4.0        5.0      1.23808e-04      1.37895e-07        0.111      12
   5.0        6.0      9.27125e-05      1.38046e-07        0.149      12
   6.0        7.0      7.24385e-05      1.99702e-07        0.276      13
   7.0        8.0      5.83185e-05      2.55240e-07        0.438      13
   8.0        9.0      4.79408e-05      1.79882e-07        0.375      13
   9.0       10.0      4.01085e-05      2.92741e-07        0.730      13
  10.0       12.0      3.17119e-05      1.43491e-07        0.452      13
  12.0       14.0      2.36196e-05      1.33315e-07        0.564      13
  14.0       16.0      1.83588e-05      1.09851e-07        0.598      13
