#
#  CIJET_MassBin-4200-8000_cteq66_15000_AA-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.99508e-04      2.57590e-07        0.086      40
   2.0        3.0      1.60923e-04      1.50929e-07        0.094      43
   3.0        4.0      1.03700e-04      1.41421e-07        0.136      43
   4.0        5.0      7.34450e-05      7.38725e-08        0.101       8
   5.0        6.0      5.50233e-05      1.02277e-07        0.186      12
   6.0        7.0      4.30000e-05      1.00995e-07        0.235      13
   7.0        8.0      3.46054e-05      7.21821e-08        0.209      13
   8.0        9.0      2.84238e-05      7.78394e-08        0.274      13
   9.0       10.0      2.37775e-05      1.22112e-07        0.514      12
  10.0       12.0      1.87708e-05      6.09592e-08        0.325      13
  12.0       14.0      1.40569e-05      5.38338e-08        0.383      13
  14.0       16.0      1.08581e-05      6.39511e-08        0.589      13
