#
#  CIJET_MassBin-4200-8000_CT10nlo_10000_LL-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.88797e-04      4.68214e-07        0.096      40
   2.0        3.0      2.53391e-04      2.44768e-07        0.097      43
   3.0        4.0      1.57972e-04      2.23953e-07        0.142      43
   4.0        5.0      1.09100e-04      1.77281e-07        0.162       8
   5.0        6.0      8.01125e-05      1.67284e-07        0.209      12
   6.0        7.0      6.16869e-05      1.27762e-07        0.207      13
   7.0        8.0      4.90146e-05      1.14573e-07        0.234      13
   8.0        9.0      3.98869e-05      9.85211e-08        0.247      13
   9.0       10.0      3.30617e-05      9.88878e-08        0.299      12
  10.0       12.0      2.59188e-05      6.61171e-08        0.255      13
  12.0       14.0      1.92485e-05      5.51658e-08        0.287      13
  14.0       16.0      1.47865e-05      7.62229e-08        0.515      13
