#
#  CIJET_MassBin-3600-4200_CT10nlo_13000_VV+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  13000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.58375e-04      1.16679e-06        0.737      40
   2.0        3.0      6.11970e-05      1.05915e-06        1.731      43
   3.0        4.0      2.18091e-05      9.75397e-07        4.472      43
   4.0        5.0      3.47742e-06      4.33931e-07       12.479      12
   5.0        6.0     -5.04358e-06      3.74798e-07        7.431      12
   6.0        7.0     -9.51800e-06      5.37141e-07        5.643      13
   7.0        8.0     -1.13862e-05      6.69845e-07        5.883      13
   8.0        9.0     -1.18762e-05      4.34905e-07        3.662      13
   9.0       10.0     -1.16115e-05      7.10866e-07        6.122      13
  10.0       12.0     -1.09481e-05      4.63670e-07        4.235      13
  12.0       14.0     -8.92615e-06      4.76852e-07        5.342      13
  14.0       16.0     -7.59500e-06      3.11475e-07        4.101      13
