#
#  CIJET_MassBin-3000-3600_cteq66_13000_VV-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  13000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.09431e-03      4.20664e-06        0.059      16
   2.0        3.0      3.82372e-03      4.45685e-06        0.117      36
   3.0        4.0      2.47570e-03      3.94326e-06        0.159      43
   4.0        5.0      1.76342e-03      3.26018e-06        0.185      12
   5.0        6.0      1.33085e-03      2.07550e-06        0.156      13
   6.0        7.0      1.04508e-03      3.54640e-06        0.339      13
   7.0        8.0      8.45331e-04      3.10601e-06        0.367      13
   8.0        9.0      7.00431e-04      2.91244e-06        0.416      13
   9.0       10.0      5.91954e-04      2.30240e-06        0.389      13
  10.0       12.0      4.70581e-04      1.94760e-06        0.414      13
  12.0       14.0      3.58173e-04      1.70851e-06        0.477      13
  14.0       16.0      2.81950e-04      2.26927e-06        0.805      13
