#
#  CIJET_MassBin-3600-4200_CT10nlo_11000_AA+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  11000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      8.14528e-04      2.06149e-06        0.253      40
   2.0        3.0      3.91486e-04      1.56305e-06        0.399      43
   3.0        4.0      2.19116e-04      1.43957e-06        0.657      43
   4.0        5.0      1.33150e-04      9.43398e-07        0.709      12
   5.0        6.0      8.60142e-05      7.61547e-07        0.885      12
   6.0        7.0      5.70785e-05      9.19546e-07        1.611      13
   7.0        8.0      3.92077e-05      9.25492e-07        2.360      13
   8.0        9.0      2.78138e-05      8.32091e-07        2.992      13
   9.0       10.0      2.01577e-05      1.10298e-06        5.472      13
  10.0       12.0      1.30231e-05      6.34059e-07        4.869      13
  12.0       14.0      7.95346e-06      5.30453e-07        6.669      13
  14.0       16.0      5.15869e-06      5.74209e-07       11.131      13
