#
#  CIJET_MassBin-3000-3600_CT10nlo_6000_AA-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      9.52150e-02      5.69210e-05        0.060      16
   2.0        3.0      5.05358e-02      5.31507e-05        0.105      36
   3.0        4.0      3.21293e-02      3.83837e-05        0.119      43
   4.0        5.0      2.24800e-02      2.62851e-05        0.117      12
   5.0        6.0      1.66977e-02      1.96443e-05        0.118      13
   6.0        7.0      1.29385e-02      3.02341e-05        0.234      13
   7.0        8.0      1.03508e-02      2.39658e-05        0.232      13
   8.0        9.0      8.48200e-03      1.70489e-05        0.201      13
   9.0       10.0      7.10185e-03      1.61186e-05        0.227      13
  10.0       12.0      5.60000e-03      1.13652e-05        0.203      13
  12.0       14.0      4.23031e-03      9.65777e-06        0.228      13
  14.0       16.0      3.31335e-03      1.24539e-05        0.376      13
