#
#  CIJET_MassBin-3600-4200_cteq66_9000_V-A-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.07337e-03      6.67467e-07        0.062      40
   2.0        3.0      6.25902e-04      8.59260e-07        0.137      43
   3.0        4.0      4.26765e-04      7.92189e-07        0.186      43
   4.0        5.0      3.11967e-04      6.08027e-07        0.195      12
   5.0        6.0      2.38667e-04      5.86722e-07        0.246      12
   6.0        7.0      1.88338e-04      4.25320e-07        0.226      13
   7.0        8.0      1.52631e-04      3.81629e-07        0.250      13
   8.0        9.0      1.26269e-04      3.81629e-07        0.302      13
   9.0       10.0      1.06208e-04      3.79608e-07        0.357      13
  10.0       12.0      8.46500e-05      2.43242e-07        0.287      13
  12.0       14.0      6.39423e-05      2.95696e-07        0.462      13
  14.0       16.0      5.02842e-05      2.39059e-07        0.475      13
