#
#  CIJET_MassBin-4200-8000_cteq66_7000_RR+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.04880e-03      1.55580e-06        0.148      40
   2.0        3.0      5.10621e-04      7.62377e-07        0.149      43
   3.0        4.0      2.96107e-04      7.25848e-07        0.245      43
   4.0        5.0      1.90725e-04      4.94975e-07        0.260       8
   5.0        6.0      1.31083e-04      5.95183e-07        0.454      12
   6.0        7.0      9.53338e-05      3.35424e-07        0.352      13
   7.0        8.0      7.17308e-05      1.54567e-07        0.215      13
   8.0        9.0      5.56046e-05      2.69432e-07        0.485      13
   9.0       10.0      4.41925e-05      3.94695e-07        0.893      12
  10.0       12.0      3.27327e-05      2.01097e-07        0.614      13
  12.0       14.0      2.30081e-05      1.31221e-07        0.570      13
  14.0       16.0      1.70846e-05      1.57499e-07        0.922      13
