#
#  CIJET_MassBin-3000-3600_CT10nlo_8000_RR-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.39769e-02      1.01448e-05        0.073      16
   2.0        3.0      7.29994e-03      8.48509e-06        0.116      36
   3.0        4.0      4.58751e-03      6.48211e-06        0.141      43
   4.0        5.0      3.19117e-03      5.35696e-06        0.168      12
   5.0        6.0      2.36300e-03      3.34166e-06        0.141      13
   6.0        7.0      1.82808e-03      6.23781e-06        0.341      13
   7.0        8.0      1.46092e-03      4.87274e-06        0.334      13
   8.0        9.0      1.19754e-03      3.90759e-06        0.326      13
   9.0       10.0      1.00352e-03      3.37191e-06        0.336      13
  10.0       12.0      7.89731e-04      2.68185e-06        0.340      13
  12.0       14.0      5.94962e-04      2.34930e-06        0.395      13
  14.0       16.0      4.64785e-04      2.73682e-06        0.589      13
