#
#  CIJET_MassBin-4200-8000_CT10nlo_16000_VV-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  16000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.48823e-04      2.15416e-07        0.087      40
   2.0        3.0      1.33377e-04      1.34230e-07        0.101      43
   3.0        4.0      8.57737e-05      1.10970e-07        0.129      43
   4.0        5.0      6.06963e-05      6.25500e-08        0.103       8
   5.0        6.0      4.54308e-05      8.70171e-08        0.192      12
   6.0        7.0      3.54746e-05      8.07894e-08        0.228      13
   7.0        8.0      2.85085e-05      8.23454e-08        0.289      13
   8.0        9.0      2.34215e-05      6.50444e-08        0.278      13
   9.0       10.0      1.95200e-05      4.97265e-08        0.255      12
  10.0       12.0      1.54562e-05      4.80951e-08        0.311      13
  12.0       14.0      1.15431e-05      4.11571e-08        0.357      13
  14.0       16.0      8.87154e-06      5.49008e-08        0.619      13
