#
#  cidijet_DijetChi_CILHC_2012_Lambda-5000._MassBin-3600.-4200._Order-1_xmu-1._0044.dat
#
#  Lambda= 5000 GeV   cteq66   NLO
#  mass=[ 3600.00, 4200.00 ] GeV
#   chid  chiu  xsec(pb)    error(pb)
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.15900e-02      5.80000e-05        0.269       1
   2.0        3.0      1.10600e-02      4.28000e-05        0.387       1
   3.0        4.0      6.82800e-03      3.22500e-05        0.472       1
   4.0        5.0      4.65800e-03      2.62900e-05        0.564       1
   5.0        6.0      3.41600e-03      2.21100e-05        0.647       1
   6.0        7.0      2.60800e-03      1.93600e-05        0.742       1
   7.0        8.0      2.05900e-03      1.73200e-05        0.841       1
   8.0        9.0      1.67900e-03      1.58200e-05        0.942       1
   9.0       10.0      1.39700e-03      1.46100e-05        1.046       1
  10.0       12.0      1.09900e-03      9.60000e-06        0.874       1
  12.0       14.0      8.21500e-04      8.44000e-06        1.027       1
  14.0       16.0      6.48000e-04      7.61000e-06        1.174       1
