#
#  CIJET_MassBin-3600-4200_CT10nlo_9000_VV+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.62535e-03      4.06076e-06        0.155      40
   2.0        3.0      1.32902e-03      3.12812e-06        0.235      43
   3.0        4.0      7.96774e-04      2.91736e-06        0.366      43
   4.0        5.0      5.24250e-04      1.19810e-06        0.229      12
   5.0        6.0      3.68133e-04      1.21456e-06        0.330      12
   6.0        7.0      2.69454e-04      1.32641e-06        0.492      13
   7.0        8.0      2.04823e-04      1.52815e-06        0.746      13
   8.0        9.0      1.60338e-04      1.06422e-06        0.664      13
   9.0       10.0      1.28823e-04      1.53740e-06        1.193      13
  10.0       12.0      9.64308e-05      1.14611e-06        1.189      13
  12.0       14.0      6.97115e-05      1.13085e-06        1.622      13
  14.0       16.0      5.24692e-05      7.37546e-07        1.406      13
