#
#  CIJET_MassBin-4200-8000_cteq6ll_8000_AA-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.80002e-03      1.38652e-06        0.036      40
   2.0        3.0      2.04879e-03      8.87966e-07        0.043      43
   3.0        4.0      1.33349e-03      7.35886e-07        0.055      43
   4.0        5.0      9.58075e-04      2.43487e-07        0.025       8
   5.0        6.0      7.32542e-04      5.85364e-07        0.080      12
   6.0        7.0      5.85338e-04      2.06311e-07        0.035      13
   7.0        8.0      4.82877e-04      2.61896e-07        0.054      13
   8.0        9.0      4.08031e-04      1.97419e-07        0.048      13
   9.0       10.0      3.51617e-04      1.80067e-07        0.051      12
  10.0       12.0      2.90412e-04      1.99117e-07        0.069      13
  12.0       14.0      2.33012e-04      1.19293e-07        0.051      13
  14.0       16.0      1.93515e-04      1.19695e-07        0.062      13
