#
#  CIJET_MassBin-3000-3600_CT10nlo_5000_V-A-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.99856e-02      2.65754e-05        0.066      16
   2.0        3.0      2.31150e-02      2.52417e-05        0.109      36
   3.0        4.0      1.56607e-02      2.39439e-05        0.153      43
   4.0        5.0      1.13825e-02      1.48477e-05        0.130      12
   5.0        6.0      8.66531e-03      1.01685e-05        0.117      13
   6.0        7.0      6.81662e-03      1.27249e-05        0.187      13
   7.0        8.0      5.50877e-03      1.26633e-05        0.230      13
   8.0        9.0      4.53762e-03      8.05749e-06        0.178      13
   9.0       10.0      3.80431e-03      1.19888e-05        0.315      13
  10.0       12.0      3.01623e-03      6.05398e-06        0.201      13
  12.0       14.0      2.27673e-03      4.08562e-06        0.179      13
  14.0       16.0      1.77638e-03      6.73348e-06        0.379      13
