#
#  CIJET_MassBin-3600-4200_cteq6ll_14000_AA+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.93500e-05      3.15757e-07        0.455      40
   2.0        3.0     -4.68374e-05      2.32277e-07        0.496      43
   3.0        4.0     -9.57644e-05      1.59826e-07        0.167      43
   4.0        5.0     -1.15533e-04      1.77525e-07        0.154      12
   5.0        6.0     -1.22483e-04      1.89896e-07        0.155      12
   6.0        7.0     -1.23700e-04      1.35401e-07        0.109      13
   7.0        8.0     -1.22192e-04      1.38212e-07        0.113      13
   8.0        9.0     -1.19138e-04      2.59931e-07        0.218      13
   9.0       10.0     -1.15685e-04      1.40512e-07        0.121      13
  10.0       12.0     -1.10046e-04      1.19829e-07        0.109      13
  12.0       14.0     -1.02704e-04      1.08899e-07        0.106      13
  14.0       16.0     -9.59769e-05      1.03311e-07        0.108      13
