#
#  CIJET_MassBin-4200-8000_CT10nlo_8000_LL+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.70020e-04      8.58502e-07        0.151      40
   2.0        3.0      2.73879e-04      4.62683e-07        0.169      43
   3.0        4.0      1.56284e-04      4.36398e-07        0.279      43
   4.0        5.0      9.90600e-05      3.08128e-07        0.311       8
   5.0        6.0      6.69950e-05      3.75851e-07        0.561      12
   6.0        7.0      4.80192e-05      2.09422e-07        0.436      13
   7.0        8.0      3.56200e-05      1.11206e-07        0.312      13
   8.0        9.0      2.72454e-05      1.68009e-07        0.617      13
   9.0       10.0      2.14108e-05      2.65756e-07        1.241      12
  10.0       12.0      1.56008e-05      1.35291e-07        0.867      13
  12.0       14.0      1.08188e-05      9.26273e-08        0.856      13
  14.0       16.0      7.98385e-06      1.06539e-07        1.334      13
