#
#  CIJET_MassBin-4200-8000_cteq6ll_10000_AA-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.72360e-03      6.32456e-07        0.037      40
   2.0        3.0      9.40086e-04      3.85191e-07        0.041      43
   3.0        4.0      6.20214e-04      3.30643e-07        0.053      43
   4.0        5.0      4.51625e-04      1.38873e-07        0.031       8
   5.0        6.0      3.49742e-04      2.46644e-07        0.071      12
   6.0        7.0      2.82800e-04      1.15470e-07        0.041      13
   7.0        8.0      2.35923e-04      1.36344e-07        0.058      13
   8.0        9.0      2.01438e-04      1.04391e-07        0.052      13
   9.0       10.0      1.75292e-04      6.68558e-08        0.038      12
  10.0       12.0      1.46658e-04      1.11516e-07        0.076      13
  12.0       14.0      1.19565e-04      6.57794e-08        0.055      13
  14.0       16.0      1.00692e-04      6.72252e-08        0.067      13
