#
#  CIJET_MassBin-3000-3600_CT10nlo_7000_RR-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.20538e-02      1.58640e-05        0.072      16
   2.0        3.0      1.14606e-02      1.24084e-05        0.108      36
   3.0        4.0      7.16263e-03      9.97383e-06        0.139      43
   4.0        5.0      4.95850e-03      7.69297e-06        0.155      12
   5.0        6.0      3.65600e-03      5.18009e-06        0.142      13
   6.0        7.0      2.81838e-03      9.10621e-06        0.323      13
   7.0        8.0      2.24600e-03      7.14143e-06        0.318      13
   8.0        9.0      1.83615e-03      5.25747e-06        0.286      13
   9.0       10.0      1.53500e-03      4.81318e-06        0.314      13
  10.0       12.0      1.20569e-03      3.86511e-06        0.321      13
  12.0       14.0      9.06538e-04      3.21106e-06        0.354      13
  14.0       16.0      7.07231e-04      3.88166e-06        0.549      13
