#
#  CIJET_MassBin-4200-8000_cteq6ll_14000_VV+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      9.09262e-05      7.99900e-08        0.088      40
   2.0        3.0      2.87344e-05      6.66656e-08        0.232      43
   3.0        4.0      2.96444e-06      5.59440e-08        1.887      43
   4.0        5.0     -9.15712e-06      3.95599e-08        0.432       8
   5.0        6.0     -1.53342e-05      8.02789e-08        0.524      12
   6.0        7.0     -1.85077e-05      6.89388e-08        0.372      13
   7.0        8.0     -2.02062e-05      3.68643e-08        0.182      13
   8.0        9.0     -2.09823e-05      4.38090e-08        0.209      13
   9.0       10.0     -2.12775e-05      3.91094e-08        0.184      12
  10.0       12.0     -2.11269e-05      3.56218e-08        0.169      13
  12.0       14.0     -2.05073e-05      2.84030e-08        0.139      13
  14.0       16.0     -1.96650e-05      3.25960e-08        0.166      13
