#
#  CIJET_MassBin-3000-3600_CT10nlo_17000_AA-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  17000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.14481e-03      2.76209e-06        0.088      16
   2.0        3.0      1.69808e-03      2.22165e-06        0.131      36
   3.0        4.0      1.09977e-03      2.02175e-06        0.184      43
   4.0        5.0      7.82108e-04      1.82481e-06        0.233      12
   5.0        6.0      5.87977e-04      1.28138e-06        0.218      13
   6.0        7.0      4.60000e-04      2.16641e-06        0.471      13
   7.0        8.0      3.69462e-04      1.80856e-06        0.490      13
   8.0        9.0      3.04015e-04      1.83705e-06        0.604      13
   9.0       10.0      2.55392e-04      1.28158e-06        0.502      13
  10.0       12.0      1.99431e-04      9.79698e-07        0.491      13
  12.0       14.0      1.48431e-04      9.44400e-07        0.636      13
  14.0       16.0      1.14000e-04      1.08244e-06        0.950      13
