#
#  CIJET_MassBin-4200-8000_CT10nlo_15000_VV+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.52825e-05      1.53385e-07        0.607      40
   2.0        3.0      9.84102e-06      1.29853e-07        1.320      43
   3.0        4.0      3.61742e-06      1.04783e-07        2.897      43
   4.0        5.0      7.93337e-07      5.88950e-08        7.424       8
   5.0        6.0     -5.73233e-07      1.12466e-07       19.620      12
   6.0        7.0     -1.14285e-06      7.50098e-08        6.563      13
   7.0        8.0     -1.40100e-06      8.21584e-08        5.864      13
   8.0        9.0     -1.48262e-06      6.20759e-08        4.187      13
   9.0       10.0     -1.38408e-06      8.39420e-08        6.065      12
  10.0       12.0     -1.31038e-06      5.38734e-08        4.111      13
  12.0       14.0     -1.01269e-06      4.24635e-08        4.193      13
  14.0       16.0     -7.09154e-07      5.68970e-08        8.023      13
