#
#  CIJET_MassBin-4200-8000_cteq66_12000_AA-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  12000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.18698e-04      5.33728e-07        0.086      40
   2.0        3.0      3.30944e-04      2.79713e-07        0.085      43
   3.0        4.0      2.12244e-04      2.67530e-07        0.126      43
   4.0        5.0      1.49725e-04      1.48805e-07        0.099       8
   5.0        6.0      1.11808e-04      1.78164e-07        0.159      12
   6.0        7.0      8.72146e-05      1.73138e-07        0.199      13
   7.0        8.0      7.00777e-05      1.23838e-07        0.177      13
   8.0        9.0      5.75254e-05      1.32515e-07        0.230      13
   9.0       10.0      4.81208e-05      1.85299e-07        0.385      12
  10.0       12.0      3.80323e-05      1.03735e-07        0.273      13
  12.0       14.0      2.85877e-05      8.82141e-08        0.309      13
  14.0       16.0      2.22065e-05      1.04829e-07        0.472      13
