#
#  CIJET_MassBin-4200-8000_cteq6ll_7000_LL-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.60732e-03      9.97111e-07        0.038      40
   2.0        3.0      1.37872e-03      6.29648e-07        0.046      43
   3.0        4.0      8.82647e-04      5.02067e-07        0.057      43
   4.0        5.0      6.26762e-04      1.76777e-07        0.028       8
   5.0        6.0      4.75242e-04      4.66044e-07        0.098      12
   6.0        7.0      3.77554e-04      1.45002e-07        0.038      13
   7.0        8.0      3.10177e-04      1.73944e-07        0.056      13
   8.0        9.0      2.61269e-04      1.25064e-07        0.048      13
   9.0       10.0      2.24658e-04      1.16450e-07        0.052      12
  10.0       12.0      1.85131e-04      1.33133e-07        0.072      13
  12.0       14.0      1.48273e-04      8.56723e-08        0.058      13
  14.0       16.0      1.23042e-04      7.02559e-08        0.057      13
