#
#  CIJET_MassBin-3600-4200_cteq66_10000_AA+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.47713e-03      2.96291e-06        0.201      40
   2.0        3.0      7.29500e-04      2.07709e-06        0.285      43
   3.0        4.0      4.23626e-04      1.90627e-06        0.450      43
   4.0        5.0      2.69075e-04      1.20463e-06        0.448      12
   5.0        6.0      1.82208e-04      1.00404e-06        0.551      12
   6.0        7.0      1.27992e-04      1.17009e-06        0.914      13
   7.0        8.0      9.33746e-05      1.16305e-06        1.246      13
   8.0        9.0      7.03331e-05      1.04460e-06        1.485      13
   9.0       10.0      5.42592e-05      1.32789e-06        2.447      13
  10.0       12.0      3.85262e-05      7.93770e-07        2.060      13
  12.0       14.0      2.59392e-05      6.82345e-07        2.631      13
  14.0       16.0      1.84288e-05      7.29444e-07        3.958      13
