#
#  CIJET_MassBin-4200-8000_CT10nlo_12000_V-A-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  12000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      9.25327e-05      8.03514e-08        0.087      40
   2.0        3.0      5.48053e-05      8.20670e-08        0.150      43
   3.0        4.0      3.78156e-05      7.07882e-08        0.187      43
   4.0        5.0      2.79375e-05      4.68280e-08        0.168       8
   5.0        6.0      2.14917e-05      3.83366e-08        0.178      12
   6.0        7.0      1.70877e-05      4.12621e-08        0.241      13
   7.0        8.0      1.38969e-05      3.54459e-08        0.255      13
   8.0        9.0      1.15562e-05      5.00897e-08        0.433      13
   9.0       10.0      9.70067e-06      8.45290e-08        0.871      12
  10.0       12.0      7.80577e-06      2.54825e-08        0.326      13
  12.0       14.0      5.94769e-06      2.42053e-08        0.407      13
  14.0       16.0      4.66350e-06      3.46579e-08        0.743      13
