#
#  CIJET_MassBin-3000-3600_cteq66_12000_V-A-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  12000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.32075e-03      9.30949e-07        0.070      16
   2.0        3.0      7.62106e-04      9.89067e-07        0.130      36
   3.0        4.0      5.18288e-04      1.06552e-06        0.206      43
   4.0        5.0      3.79783e-04      7.03024e-07        0.185      12
   5.0        6.0      2.92354e-04      7.28715e-07        0.249      13
   6.0        7.0      2.32431e-04      9.98653e-07        0.430      13
   7.0        8.0      1.90385e-04      9.78814e-07        0.514      13
   8.0        9.0      1.59069e-04      8.48906e-07        0.534      13
   9.0       10.0      1.34954e-04      8.62762e-07        0.639      13
  10.0       12.0      1.09754e-04      7.17769e-07        0.654      13
  12.0       14.0      8.53423e-05      3.79608e-07        0.445      13
  14.0       16.0      6.86115e-05      1.18007e-06        1.720      13
