#
#  CIJET_MassBin-4200-8000_CT10nlo_7000_LL-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.73525e-03      1.70595e-06        0.098      40
   2.0        3.0      8.88886e-04      8.54005e-07        0.096      43
   3.0        4.0      5.47140e-04      8.21769e-07        0.150      43
   4.0        5.0      3.73650e-04      5.85540e-07        0.157       8
   5.0        6.0      2.71708e-04      6.00694e-07        0.221      12
   6.0        7.0      2.07631e-04      3.94514e-07        0.190      13
   7.0        8.0      1.63885e-04      3.13172e-07        0.191      13
   8.0        9.0      1.32654e-04      3.07179e-07        0.232      13
   9.0       10.0      1.09525e-04      2.63283e-07        0.240      12
  10.0       12.0      8.54500e-05      1.92570e-07        0.225      13
  12.0       14.0      6.33000e-05      1.36931e-07        0.216      13
  14.0       16.0      4.86527e-05      2.06394e-07        0.424      13
