#
#  CIJET_MassBin-4200-8000_CT10nlo_7000_V-A+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.65283e-04      6.39265e-07        0.084      40
   2.0        3.0      4.63674e-04      6.01226e-07        0.130      43
   3.0        4.0      3.26207e-04      4.97324e-07        0.152      43
   4.0        5.0      2.44413e-04      3.87068e-07        0.158       8
   5.0        6.0      1.90408e-04      1.50504e-07        0.079      12
   6.0        7.0      1.53192e-04      2.46514e-07        0.161      13
   7.0        8.0      1.26169e-04      2.25036e-07        0.178      13
   8.0        9.0      1.05700e-04      1.73205e-07        0.164      13
   9.0       10.0      9.02758e-05      2.44446e-07        0.271      12
  10.0       12.0      7.29538e-05      1.76141e-07        0.241      13
  12.0       14.0      5.67269e-05      1.11084e-07        0.196      13
  14.0       16.0      4.55877e-05      9.55165e-08        0.210      13
