#
#  CIJET_MassBin-3600-4200_cteq6ll_19000_AA-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  19000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      8.96773e-04      2.33136e-07        0.026      40
   2.0        3.0      5.14351e-04      1.85642e-07        0.036      43
   3.0        4.0      3.58560e-04      1.38254e-07        0.039      43
   4.0        5.0      2.74667e-04      4.92366e-08        0.018      12
   5.0        6.0      2.22575e-04      9.65307e-08        0.043      12
   6.0        7.0      1.87262e-04      9.60769e-08        0.051      13
   7.0        8.0      1.61838e-04      8.69718e-08        0.054      13
   8.0        9.0      1.42554e-04      1.76141e-07        0.124      13
   9.0       10.0      1.27623e-04      8.32050e-08        0.065      13
  10.0       12.0      1.10696e-04      6.60225e-08        0.060      13
  12.0       14.0      9.40846e-05      5.54700e-08        0.059      13
  14.0       16.0      8.20500e-05      5.40062e-08        0.066      13
