#
#  CIJET_MassBin-3000-3600_cteq6ll_9000_V-A+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.74375e-03      1.00000e-06        0.021      16
   2.0        3.0      2.67825e-03      1.18019e-06        0.044      36
   3.0        4.0      1.78570e-03      7.72593e-07        0.043      43
   4.0        5.0      1.28867e-03      4.92366e-07        0.038      12
   5.0        6.0      9.77392e-04      4.59096e-07        0.047      13
   6.0        7.0      7.68892e-04      2.21591e-07        0.029      13
   7.0        8.0      6.21662e-04      4.97558e-07        0.080      13
   8.0        9.0      5.13708e-04      4.64510e-07        0.090      13
   9.0       10.0      4.31985e-04      5.03068e-07        0.116      13
  10.0       12.0      3.43912e-04      1.82750e-07        0.053      13
  12.0       14.0      2.61708e-04      1.84669e-07        0.071      13
  14.0       16.0      2.06323e-04      1.95379e-07        0.095      13
