#
#  CIJET_MassBin-3000-3600_cteq6ll_15000_RR+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0     -8.78738e-04      5.58420e-07        0.064      16
   2.0        3.0     -6.29572e-04      4.60193e-07        0.073      36
   3.0        4.0     -5.26844e-04      4.02553e-07        0.076      43
   4.0        5.0     -4.60617e-04      1.40346e-07        0.030      12
   5.0        6.0     -4.11492e-04      2.01914e-07        0.049      13
   6.0        7.0     -3.72931e-04      4.32791e-07        0.116      13
   7.0        8.0     -3.41623e-04      3.41940e-07        0.100      13
   8.0        9.0     -3.15846e-04      2.43637e-07        0.077      13
   9.0       10.0     -2.93831e-04      2.81024e-07        0.096      13
  10.0       12.0     -2.66827e-04      2.57888e-07        0.097      13
  12.0       14.0     -2.37938e-04      1.91653e-07        0.081      13
  14.0       16.0     -2.15142e-04      2.73744e-07        0.127      13
